"movie.id.1","movie.id.2","V1"
2,59,17
2,60,14
2,61,15
2,62,83
2,63,45
2,64,90
2,65,42
2,66,61
2,67,55
2,68,83
2,69,99
2,70,78
2,71,84
2,72,59
2,73,60
2,76,27
2,77,62
2,79,117
2,80,47
2,81,49
2,82,109
2,83,54
2,85,32
2,86,41
2,87,62
2,88,80
2,89,102
2,90,51
2,91,59
2,92,53
2,93,26
2,94,68
2,95,93
2,96,119
2,97,84
2,98,102
2,99,64
2,100,99
2,101,37
2,102,24
2,105,28
2,106,20
2,108,24
2,109,37
2,111,60
2,114,21
2,116,20
2,117,104
2,118,72
2,120,22
2,121,107
2,122,37
2,123,42
2,124,33
2,125,62
2,126,14
2,127,90
2,128,43
2,129,30
2,131,29
2,132,72
2,133,44
2,134,46
2,135,82
2,136,30
2,137,25
2,140,25
2,141,34
2,142,24
2,143,76
2,144,99
2,145,37
2,147,52
2,148,38
2,150,39
2,151,76
2,152,31
2,153,84
2,154,64
2,155,43
2,156,59
2,157,51
2,158,32
2,159,52
2,160,30
2,161,109
2,162,31
2,163,39
2,164,59
2,165,15
2,166,13
2,167,33
2,168,100
2,169,38
2,170,28
2,171,20
2,172,121
2,173,103
2,174,127
2,175,65
2,176,106
2,177,58
2,178,38
2,179,74
2,180,65
2,181,123
2,182,85
2,183,98
2,184,67
2,185,61
2,186,89
2,187,68
2,188,80
2,189,25
2,190,36
2,191,80
2,192,33
2,193,57
2,194,64
2,195,114
2,196,84
2,197,63
2,198,41
2,199,47
2,200,71
2,201,38
2,202,98
2,203,72
2,204,111
2,205,42
2,207,25
2,208,65
2,209,66
2,210,116
2,211,60
2,212,26
2,213,27
2,214,48
2,215,71
2,216,86
2,217,60
2,218,72
2,219,58
2,220,16
2,221,10
2,222,91
2,223,42
2,225,32
2,226,93
2,227,83
2,228,100
2,229,86
2,230,89
2,231,90
2,232,63
2,233,89
2,234,92
2,235,71
2,237,69
2,238,71
2,239,81
2,240,55
2,241,61
2,242,15
2,243,19
2,245,38
2,246,25
2,248,46
2,249,43
2,250,63
2,252,50
2,254,29
2,255,29
2,257,67
2,258,80
2,259,28
2,260,30
2,262,10
2,264,19
2,265,95
2,268,41
2,269,39
2,270,22
2,271,45
2,272,30
2,273,66
2,274,44
2,275,34
2,276,51
2,277,13
2,278,12
2,280,25
2,281,42
2,282,54
2,283,31
2,284,52
2,285,15
2,286,49
2,287,10
2,288,77
2,289,30
2,290,32
2,291,37
2,292,15
2,293,29
2,294,74
2,295,15
2,298,45
2,299,11
2,300,58
2,301,29
2,302,40
2,303,12
2,304,19
2,305,12
2,306,6
2,307,27
2,310,19
2,311,10
2,312,9
2,313,61
2,315,28
2,316,25
2,317,34
2,318,82
2,319,20
2,321,23
2,322,26
2,323,31
2,324,20
2,325,20
2,326,21
2,327,22
2,328,46
2,331,13
2,332,20
2,333,37
2,334,11
2,338,19
2,340,22
2,342,10
2,343,23
2,344,6
2,345,10
2,346,20
2,347,24
2,354,17
2,356,43
2,357,68
2,358,31
2,367,75
2,369,18
2,371,23
2,378,36
2,380,55
2,381,32
2,382,35
2,384,40
2,385,105
2,386,51
2,387,23
2,391,42
2,392,32
2,393,81
2,395,29
2,396,25
2,399,54
2,401,39
2,402,70
2,403,109
2,404,41
2,405,101
2,408,30
2,409,23
2,410,45
2,411,47
2,412,32
2,413,23
2,414,21
2,416,21
2,417,34
2,418,48
2,419,61
2,420,35
2,421,37
2,423,99
2,425,32
2,427,56
2,428,41
2,429,32
2,430,27
2,431,76
2,432,65
2,433,64
2,434,25
2,435,61
2,436,41
2,441,21
2,443,54
2,447,46
2,448,34
2,449,57
2,450,29
2,451,68
2,452,31
2,455,55
2,458,22
2,461,29
2,462,40
2,463,21
2,465,36
2,466,17
2,468,33
2,469,24
2,470,57
2,471,53
2,472,59
2,473,32
2,474,57
2,475,46
2,476,37
2,477,28
2,478,20
2,479,44
2,480,51
2,481,14
2,482,30
2,483,54
2,484,35
2,485,34
2,486,12
2,487,16
2,488,12
2,489,11
2,491,25
2,492,13
2,493,16
2,494,16
2,495,17
2,496,63
2,497,19
2,498,30
2,499,11
2,501,48
2,502,24
2,504,30
2,505,19
2,506,32
2,507,22
2,508,38
2,509,28
2,510,44
2,511,54
2,512,9
2,513,12
2,514,39
2,515,44
2,516,16
2,517,18
2,518,36
2,519,17
2,520,40
2,521,39
2,523,46
2,525,20
2,526,44
2,527,58
2,528,30
2,529,22
2,530,23
2,531,32
2,535,11
2,538,14
2,542,30
2,544,16
2,546,81
2,549,45
2,550,90
2,553,22
2,554,64
2,558,25
2,559,65
2,561,28
2,566,92
2,568,106
2,569,34
2,576,66
2,578,64
2,581,29
2,582,46
2,584,25
2,588,72
2,591,49
2,595,13
2,596,32
2,597,68
2,603,54
2,604,13
2,606,11
2,607,14
2,609,19
2,614,14
2,615,12
2,616,23
2,619,21
2,625,43
2,627,38
2,628,45
2,629,26
2,631,42
2,632,10
2,633,23
2,636,49
2,640,24
2,642,35
2,647,17
2,648,17
2,650,26
2,651,62
2,652,24
2,654,36
2,655,74
2,657,32
2,658,46
2,659,34
2,660,47
2,661,17
2,662,25
2,663,37
2,665,52
2,672,28
2,673,32
2,675,20
2,676,13
2,678,38
2,679,65
2,682,13
2,684,85
2,685,63
2,687,12
2,689,16
2,690,18
2,692,63
2,693,45
2,696,17
2,699,27
2,702,20
2,705,40
2,707,15
2,708,34
2,709,32
2,710,36
2,712,24
2,713,20
2,715,40
2,716,20
2,717,21
2,720,51
2,721,27
2,722,35
2,724,23
2,727,27
2,729,33
2,732,79
2,735,50
2,736,20
2,737,28
2,739,67
2,740,9
2,741,13
2,742,64
2,744,12
2,746,67
2,747,39
2,748,55
2,749,7
2,750,14
2,751,42
2,754,7
2,755,53
2,756,38
2,762,26
2,763,42
2,768,32
2,770,27
2,778,33
2,780,39
2,781,40
2,790,39
2,792,31
2,813,8
2,815,22
2,820,33
2,823,22
2,825,32
2,826,35
2,827,21
2,831,33
2,840,21
2,845,41
2,847,12
2,849,38
2,855,16
2,864,21
2,866,28
2,871,19
2,873,13
2,875,9
2,877,7
2,879,21
2,880,7
2,886,4
2,887,5
2,892,11
2,895,26
2,898,9
2,919,26
2,923,8
2,924,22
2,926,35
2,928,32
2,930,31
2,931,18
2,934,17
2,939,28
2,946,27
2,949,23
2,959,30
2,969,26
2,988,8
2,993,21
2,1009,6
2,1011,30
2,1012,25
2,1014,27
2,1016,45
2,1028,42
2,1035,36
2,1039,28
2,1041,26
2,1047,35
2,1048,20
2,1065,14
2,1073,24
2,1074,38
2,1101,26
2,1119,23
3,1,78
3,2,34
3,4,50
3,5,21
3,7,73
3,8,38
3,9,50
3,10,19
3,11,52
3,12,53
3,13,41
3,14,32
3,15,53
3,17,38
3,19,11
3,20,17
3,21,24
3,22,51
3,23,33
3,24,48
3,25,62
3,26,19
3,27,18
3,28,46
3,29,28
3,31,32
3,32,17
3,33,35
3,38,28
3,39,26
3,40,18
3,42,45
3,44,20
3,45,11
3,47,33
3,48,21
3,49,27
3,50,84
3,51,21
3,52,16
3,53,37
3,54,29
3,55,42
3,56,64
3,58,35
3,59,16
3,60,11
3,61,9
3,62,35
3,63,24
3,64,45
3,65,26
3,66,33
3,67,36
3,68,40
3,69,50
3,70,43
3,71,40
3,72,38
3,73,29
3,76,20
3,77,36
3,79,58
3,80,31
3,81,32
3,82,49
3,83,30
3,85,23
3,86,22
3,87,28
3,88,40
3,89,44
3,90,30
3,91,34
3,92,33
3,93,31
3,94,33
3,95,48
3,96,51
3,97,46
3,98,57
3,99,36
3,100,85
3,101,24
3,102,9
3,105,19
3,106,17
3,108,28
3,109,38
3,111,60
3,114,12
3,116,22
3,117,75
3,118,56
3,120,21
3,121,80
3,122,37
3,123,42
3,124,38
3,125,48
3,126,14
3,127,52
3,128,26
3,129,35
3,131,13
3,132,36
3,133,24
3,134,31
3,135,40
3,136,11
3,137,28
3,140,14
3,141,18
3,142,14
3,143,41
3,144,47
3,145,16
3,147,48
3,148,27
3,150,43
3,151,62
3,152,13
3,153,46
3,154,33
3,155,26
3,156,41
3,157,27
3,158,23
3,159,31
3,160,16
3,161,46
3,162,16
3,163,18
3,164,35
3,165,6
3,166,6
3,167,18
3,168,55
3,169,27
3,170,20
3,171,18
3,172,57
3,173,54
3,174,65
3,175,37
3,176,46
3,177,25
3,178,20
3,179,41
3,180,35
3,181,76
3,182,44
3,183,47
3,184,34
3,185,38
3,186,45
3,187,29
3,188,41
3,189,16
3,190,15
3,191,36
3,192,18
3,193,21
3,194,34
3,195,48
3,196,45
3,197,29
3,198,21
3,199,17
3,200,34
3,201,22
3,202,54
3,203,34
3,204,57
3,205,15
3,207,13
3,208,36
3,209,35
3,210,57
3,211,32
3,212,16
3,213,14
3,214,22
3,215,40
3,216,48
3,217,35
3,218,37
3,219,26
3,220,13
3,221,12
3,222,61
3,223,25
3,225,20
3,226,43
3,227,32
3,228,42
3,229,32
3,230,36
3,231,40
3,232,34
3,233,30
3,234,45
3,235,61
3,237,67
3,238,48
3,239,35
3,240,45
3,241,29
3,242,14
3,243,16
3,245,30
3,246,34
3,248,37
3,249,41
3,250,56
3,252,40
3,254,17
3,255,33
3,257,60
3,258,61
3,259,18
3,260,22
3,262,15
3,264,18
3,265,42
3,268,45
3,269,32
3,270,22
3,271,28
3,272,24
3,273,55
3,274,41
3,275,30
3,276,59
3,277,17
3,278,12
3,280,18
3,281,34
3,282,55
3,283,26
3,284,42
3,285,25
3,286,46
3,287,21
3,288,62
3,289,33
3,290,33
3,291,33
3,292,9
3,293,33
3,294,64
3,295,14
3,298,42
3,299,15
3,300,43
3,301,28
3,302,36
3,303,11
3,304,13
3,305,10
3,306,9
3,307,21
3,310,15
3,311,5
3,312,12
3,313,37
3,315,22
3,316,21
3,317,16
3,318,40
3,319,16
3,321,18
3,322,24
3,323,25
3,324,23
3,325,27
3,326,13
3,327,17
3,328,36
3,331,12
3,332,16
3,333,32
3,334,9
3,338,11
3,340,21
3,342,8
3,343,17
3,344,3
3,345,8
3,346,20
3,347,19
3,354,13
3,356,20
3,357,40
3,358,29
3,367,46
3,369,20
3,371,12
3,378,10
3,380,28
3,381,23
3,382,26
3,384,22
3,385,42
3,386,25
3,387,13
3,391,15
3,392,17
3,393,41
3,395,18
3,396,15
3,399,20
3,401,19
3,402,37
3,403,46
3,404,27
3,405,77
3,408,21
3,409,19
3,410,49
3,411,41
3,412,27
3,413,17
3,414,9
3,416,13
3,417,14
3,418,26
3,419,30
3,420,19
3,421,31
3,423,53
3,425,20
3,427,26
3,428,21
3,429,10
3,430,15
3,431,37
3,432,33
3,433,39
3,434,9
3,435,21
3,436,19
3,441,7
3,443,23
3,447,17
3,448,15
3,449,17
3,450,10
3,451,32
3,452,13
3,455,44
3,458,22
3,461,22
3,462,28
3,463,12
3,465,15
3,466,16
3,468,17
3,469,16
3,470,28
3,471,40
3,472,42
3,473,36
3,474,27
3,475,60
3,476,33
3,477,25
3,478,8
3,479,26
3,480,20
3,481,7
3,482,16
3,483,35
3,484,21
3,485,16
3,486,8
3,487,5
3,488,11
3,489,4
3,491,11
3,492,9
3,493,6
3,494,7
3,495,6
3,496,33
3,497,10
3,498,20
3,499,9
3,501,26
3,502,9
3,504,12
3,505,11
3,506,16
3,507,16
3,508,49
3,509,19
3,510,12
3,511,16
3,512,10
3,513,8
3,514,24
3,515,19
3,516,6
3,517,9
3,518,19
3,519,9
3,520,12
3,521,16
3,523,19
3,525,8
3,526,10
3,527,28
3,528,13
3,529,9
3,530,9
3,531,22
3,535,13
3,538,5
3,542,12
3,544,29
3,546,60
3,549,21
3,550,40
3,553,12
3,554,26
3,558,18
3,559,37
3,561,15
3,566,35
3,568,49
3,569,24
3,576,23
3,578,29
3,581,20
3,582,26
3,584,16
3,588,39
3,591,46
3,595,14
3,596,26
3,597,54
3,603,27
3,604,10
3,606,9
3,607,8
3,609,8
3,614,7
3,615,6
3,616,15
3,619,23
3,625,19
3,627,20
3,628,43
3,629,12
3,631,25
3,632,5
3,633,9
3,636,24
3,640,21
3,642,21
3,647,10
3,648,5
3,650,9
3,651,31
3,652,27
3,654,18
3,655,45
3,657,21
3,658,25
3,659,11
3,660,25
3,661,7
3,662,9
3,663,16
3,665,22
3,672,18
3,673,18
3,675,11
3,676,15
3,678,32
3,679,21
3,682,9
3,684,29
3,685,41
3,687,13
3,689,15
3,690,11
3,692,28
3,693,27
3,696,22
3,699,12
3,702,13
3,705,20
3,707,8
3,708,19
3,709,17
3,710,27
3,712,9
3,713,19
3,715,26
3,716,13
3,717,23
3,720,19
3,721,26
3,722,15
3,724,15
3,727,19
3,729,19
3,732,35
3,735,32
3,736,8
3,737,17
3,739,39
3,740,7
3,741,21
3,742,55
3,744,13
3,746,36
3,747,27
3,748,45
3,749,9
3,750,11
3,751,24
3,754,4
3,755,22
3,756,35
3,762,38
3,763,47
3,768,11
3,770,10
3,778,12
3,780,27
3,781,21
3,790,26
3,792,17
3,813,11
3,815,26
3,820,25
3,823,22
3,825,35
3,826,21
3,827,18
3,831,26
3,840,10
3,845,38
3,847,10
3,849,14
3,855,6
3,864,19
3,866,26
3,871,19
3,873,7
3,875,10
3,877,5
3,879,14
3,880,5
3,886,8
3,887,6
3,892,8
3,895,17
3,898,6
3,919,28
3,923,7
3,924,23
3,926,33
3,928,35
3,930,21
3,931,18
3,934,11
3,939,18
3,946,19
3,949,13
3,959,22
3,969,10
3,988,9
3,993,15
3,1009,22
3,1011,32
3,1012,25
3,1014,31
3,1016,38
3,1028,37
3,1035,21
3,1039,19
3,1041,15
3,1047,44
3,1048,24
3,1065,9
3,1073,22
3,1074,24
3,1101,16
3,1119,15
4,1,149
4,2,90
4,3,50
4,5,51
4,7,144
4,8,108
4,9,105
4,10,37
4,11,134
4,12,141
4,13,81
4,14,58
4,15,90
4,17,61
4,19,21
4,20,29
4,21,39
4,22,148
4,23,92
4,24,82
4,25,115
4,26,49
4,27,44
4,28,134
4,29,75
4,31,91
4,32,49
4,33,70
4,38,80
4,39,63
4,40,42
4,42,90
4,44,58
4,45,34
4,47,90
4,48,65
4,49,61
4,50,188
4,51,50
4,52,53
4,53,87
4,54,66
4,55,94
4,56,187
4,58,109
4,59,40
4,60,32
4,61,33
4,62,83
4,63,49
4,64,136
4,65,70
4,66,93
4,67,66
4,68,94
4,69,154
4,70,138
4,71,110
4,72,87
4,73,83
4,76,40
4,77,85
4,79,167
4,80,49
4,81,76
4,82,143
4,83,81
4,85,50
4,86,74
4,87,83
4,88,119
4,89,142
4,90,60
4,91,88
4,92,77
4,93,52
4,94,80
4,95,117
4,96,156
4,97,131
4,98,169
4,99,86
4,100,169
4,101,47
4,102,31
4,105,41
4,106,33
4,108,34
4,109,50
4,111,97
4,114,31
4,116,48
4,117,137
4,118,111
4,120,33
4,121,146
4,122,55
4,123,56
4,124,67
4,125,93
4,126,29
4,127,140
4,128,51
4,129,60
4,131,50
4,132,116
4,133,79
4,134,86
4,135,117
4,136,46
4,137,67
4,140,34
4,141,44
4,142,31
4,143,112
4,144,137
4,145,37
4,147,73
4,148,50
4,150,62
4,151,117
4,152,50
4,153,130
4,154,98
4,155,54
4,156,85
4,157,79
4,158,41
4,159,68
4,160,53
4,161,130
4,162,55
4,163,55
4,164,83
4,165,24
4,166,23
4,167,45
4,168,155
4,169,60
4,170,54
4,171,35
4,172,173
4,173,157
4,174,189
4,175,112
4,176,144
4,177,76
4,178,59
4,179,112
4,180,106
4,181,170
4,182,129
4,183,145
4,184,75
4,185,107
4,186,140
4,187,106
4,188,106
4,189,34
4,190,64
4,191,133
4,192,64
4,193,80
4,194,115
4,195,153
4,196,127
4,197,110
4,198,66
4,199,75
4,200,112
4,201,52
4,202,155
4,203,103
4,204,174
4,205,60
4,207,33
4,208,114
4,209,108
4,210,164
4,211,111
4,212,48
4,213,58
4,214,63
4,215,108
4,216,154
4,217,75
4,218,105
4,219,64
4,220,25
4,221,25
4,222,123
4,223,81
4,225,40
4,226,108
4,227,98
4,228,126
4,229,99
4,230,111
4,231,97
4,232,74
4,233,87
4,234,143
4,235,96
4,237,121
4,238,138
4,239,87
4,240,75
4,241,87
4,242,23
4,243,30
4,245,60
4,246,39
4,248,73
4,249,53
4,250,78
4,252,62
4,254,29
4,255,47
4,257,94
4,258,118
4,259,37
4,260,35
4,262,23
4,264,26
4,265,122
4,268,66
4,269,77
4,270,34
4,271,58
4,272,47
4,273,99
4,274,69
4,275,76
4,276,98
4,277,27
4,278,19
4,280,31
4,281,54
4,282,88
4,283,61
4,284,82
4,285,52
4,286,108
4,287,24
4,288,116
4,289,59
4,290,50
4,291,56
4,292,23
4,293,54
4,294,127
4,295,21
4,298,68
4,299,14
4,300,84
4,301,56
4,302,85
4,303,32
4,304,28
4,305,23
4,306,16
4,307,39
4,310,33
4,311,20
4,312,20
4,313,86
4,315,46
4,316,35
4,317,66
4,318,132
4,319,45
4,321,38
4,322,50
4,323,43
4,324,30
4,325,29
4,326,35
4,327,35
4,328,66
4,331,25
4,332,28
4,333,58
4,334,18
4,338,27
4,340,35
4,342,14
4,343,36
4,344,12
4,345,22
4,346,40
4,347,43
4,354,22
4,356,59
4,357,124
4,358,37
4,367,112
4,369,25
4,371,40
4,378,47
4,380,65
4,381,59
4,382,65
4,384,47
4,385,133
4,386,57
4,387,36
4,391,43
4,392,44
4,393,109
4,395,33
4,396,41
4,399,62
4,401,50
4,402,91
4,403,125
4,404,55
4,405,133
4,408,47
4,409,32
4,410,68
4,411,73
4,412,46
4,413,24
4,414,39
4,416,38
4,417,41
4,418,70
4,419,83
4,420,48
4,421,59
4,423,144
4,425,55
4,427,92
4,428,69
4,429,47
4,430,54
4,431,95
4,432,81
4,433,99
4,434,32
4,435,99
4,436,56
4,441,25
4,443,82
4,447,68
4,448,54
4,449,67
4,450,33
4,451,95
4,452,42
4,455,69
4,458,32
4,461,61
4,462,73
4,463,34
4,465,43
4,466,42
4,468,39
4,469,43
4,470,69
4,471,80
4,472,70
4,473,50
4,474,94
4,475,81
4,476,65
4,477,39
4,478,45
4,479,77
4,480,76
4,481,34
4,482,56
4,483,95
4,484,55
4,485,53
4,486,26
4,487,31
4,488,37
4,489,26
4,491,30
4,492,32
4,493,27
4,494,28
4,495,24
4,496,102
4,497,31
4,498,74
4,499,32
4,501,68
4,502,41
4,504,62
4,505,39
4,506,54
4,507,44
4,508,82
4,509,54
4,510,64
4,511,80
4,512,25
4,513,33
4,514,88
4,515,70
4,516,39
4,517,51
4,518,56
4,519,41
4,520,58
4,521,61
4,523,71
4,525,39
4,526,63
4,527,95
4,528,58
4,529,44
4,530,39
4,531,67
4,535,18
4,538,11
4,542,27
4,544,31
4,546,114
4,549,62
4,550,106
4,553,32
4,554,67
4,558,45
4,559,88
4,561,42
4,566,111
4,568,133
4,569,47
4,576,67
4,578,63
4,581,40
4,582,81
4,584,40
4,588,98
4,591,74
4,595,24
4,596,40
4,597,85
4,603,93
4,604,30
4,606,33
4,607,31
4,609,32
4,614,27
4,615,25
4,616,39
4,619,30
4,625,46
4,627,47
4,628,69
4,629,51
4,631,66
4,632,25
4,633,36
4,636,65
4,640,45
4,642,64
4,647,39
4,648,33
4,650,35
4,651,96
4,652,49
4,654,72
4,655,127
4,657,68
4,658,55
4,659,56
4,660,80
4,661,38
4,662,41
4,663,66
4,665,59
4,672,36
4,673,51
4,675,32
4,676,28
4,678,54
4,679,67
4,682,18
4,684,103
4,685,67
4,687,18
4,689,24
4,690,27
4,692,103
4,693,68
4,696,35
4,699,50
4,702,38
4,705,62
4,707,30
4,708,63
4,709,69
4,710,46
4,712,42
4,713,30
4,715,66
4,716,36
4,717,27
4,720,49
4,721,37
4,722,41
4,724,42
4,727,38
4,729,52
4,732,118
4,735,83
4,736,35
4,737,37
4,739,90
4,740,14
4,741,25
4,742,99
4,744,30
4,746,82
4,747,63
4,748,72
4,749,9
4,750,28
4,751,48
4,754,9
4,755,54
4,756,51
4,762,49
4,763,61
4,768,34
4,770,43
4,778,45
4,780,48
4,781,51
4,790,47
4,792,63
4,813,18
4,815,39
4,820,44
4,823,43
4,825,37
4,826,36
4,827,20
4,831,41
